Incident Date,Incident Exact Time,Incident Time,Incident Year,Incident Day of Week,Incident Category,nhood,Latitude,Longitude,point,,,incident time number
30/12/2018,6:20:00 AM,6,2018,Sunday,Burglary,Nob Hill,37.7886,-122.41354,"(37.7885982027112, -122.41354144348315)",,,0.26
21/12/2018,4:00:00 PM,16,2018,Friday,Burglary,Financial District/South Beach,37.79295,-122.40196,"(37.792954336178276, -122.40195775706609)",,,0.67
30/12/2018,9:30:00 AM,10,2018,Sunday,Robbery,South of Market,37.77386,-122.40529,"(37.77385630397913, -122.40528580238285)",,,0.40
30/12/2018,9:30:00 AM,10,2018,Sunday,Robbery,South of Market,37.77386,-122.40529,"(37.77385630397913, -122.40528580238285)",,,0.40
20/12/2018,3:30:00 PM,16,2018,Thursday,Burglary,Mission Bay,37.7718,-122.39294,"(37.771797143988884, -122.39294450404223)",,,0.65
30/12/2018,10:26:00 AM,10,2018,Sunday,Assault,Tenderloin,37.78631,-122.41645,"(37.78631021732119, -122.41644912401847)",,,0.43
29/12/2018,10:00:00 PM,22,2018,Saturday,Assault,Excelsior,37.72395,-122.42884,"(37.72395457176283, -122.42883652782936)",,,0.92
30/12/2018,11:11:00 AM,11,2018,Sunday,Assault,Tenderloin,37.78589,-122.41215,"(37.78589292711297, -122.41214750780264)",,,0.47
30/12/2018,11:11:00 AM,11,2018,Sunday,Assault,Tenderloin,37.78589,-122.41215,"(37.78589292711297, -122.41214750780264)",,,0.47
30/12/2018,11:11:00 AM,11,2018,Sunday,Assault,Tenderloin,37.78589,-122.41215,"(37.78589292711297, -122.41214750780264)",,,0.47
29/12/2018,11:00:00 AM,11,2018,Saturday,Burglary,Potrero Hill,37.75813,-122.40096,"(37.75813208747921, -122.40095977345608)",,,0.46
30/12/2018,12:15:00 PM,12,2018,Sunday,Assault,Oceanview/Merced/Ingleside,37.71658,-122.45116,"(37.71658322044297, -122.45115539513982)",,,0.51
29/12/2018,4:00:00 PM,16,2018,Saturday,Burglary,Tenderloin,37.78487,-122.41278,"(37.7848662445387, -122.41278212939851)",,,0.67
30/12/2018,2:37:00 PM,15,2018,Sunday,Assault,Tenderloin,37.78217,-122.41899,"(37.782169269140326, -122.4189932746152)",,,0.61
30/12/2018,10:30:00 AM,11,2018,Sunday,Robbery,South of Market,37.78223,-122.41029,"(37.78223057378371, -122.41029202788059)",,,0.44
29/12/2018,11:30:00 PM,24,2018,Saturday,Burglary,Bayview Hunters Point,37.73559,-122.39042,"(37.73559051983254, -122.39041626502802)",,,0.98
30/12/2018,11:25:00 AM,11,2018,Sunday,Assault,Hayes Valley,37.77646,-122.42626,"(37.77646430525107, -122.42626334607084)",,,0.48
30/12/2018,2:00:00 PM,14,2018,Sunday,Assault,Portola,37.73004,-122.40459,"(37.73003719466246, -122.40459261785215)",,,0.58
30/12/2018,3:28:00 PM,15,2018,Sunday,Assault,Financial District/South Beach,37.78456,-122.40734,"(37.784560141211806, -122.40733704162238)",,,0.64
30/12/2018,5:27:00 PM,17,2018,Sunday,Robbery,Presidio Heights,37.78185,-122.45214,"(37.781853290494546, -122.45214312550972)",,,0.73
30/12/2018,4:22:00 PM,16,2018,Sunday,Assault,Tenderloin,37.78118,-122.4117,"(37.78117721773047, -122.41169993118794)",,,0.68
30/12/2018,6:39:00 PM,19,2018,Sunday,Assault,Financial District/South Beach,37.78976,-122.39757,"(37.78976259679856, -122.3975744697393)",,,0.78
30/12/2018,1:25:00 PM,13,2018,Sunday,Assault,Mission,37.74877,-122.40676,"(37.74876647815139, -122.40675777824626)",,,0.56
30/12/2018,8:00:00 PM,20,2018,Sunday,Assault,Mission,37.76667,-122.41983,"(37.76667360056878, -122.41982523539403)",,,0.83
30/12/2018,8:00:00 PM,20,2018,Sunday,Assault,Mission,37.76667,-122.41983,"(37.76667360056878, -122.41982523539403)",,,0.83
15/12/2018,11:00:00 AM,11,2018,Saturday,Burglary,Russian Hill,37.79969,-122.42253,"(37.799693671684, -122.4225252159745)",,,0.46
30/12/2018,7:34:00 PM,20,2018,Sunday,Robbery,Tenderloin,37.78641,-122.40804,"(37.78640961281089, -122.40803623744476)",,,0.82
29/12/2018,9:30:00 PM,22,2018,Saturday,Assault,North Beach,37.80283,-122.41303,"(37.80282769905127, -122.41303433680027)",,,0.90
30/12/2018,5:22:00 PM,17,2018,Sunday,Assault,Visitacion Valley,37.71218,-122.40246,"(37.71217948507751, -122.40245948022154)",,,0.72
30/12/2018,8:20:00 PM,20,2018,Sunday,Robbery,Financial District/South Beach,37.80403,-122.40335,"(37.8040301248352, -122.40334871137732)",,,0.85
30/12/2018,1:30:00 AM,2,2018,Sunday,Robbery,Nob Hill,37.79058,-122.42069,"(37.79057825823802, -122.42068738428432)",,,0.06
31/12/2018,1:45:00 AM,2,2018,Monday,Assault,Marina,37.79751,-122.4322,"(37.797506948421855, -122.43220428969965)",,,0.07
30/12/2018,8:00:00 PM,20,2018,Sunday,Burglary,Nob Hill,37.79499,-122.41483,"(37.79498815505522, -122.41482563329623)",,,0.83
31/12/2018,2:18:00 AM,2,2018,Monday,Burglary,Castro/Upper Market,37.76673,-122.43829,"(37.76672577950128, -122.4382913848756)",,,0.10
30/12/2018,12:00:00 PM,12,2018,Sunday,Burglary,Japantown,37.78625,-122.42824,"(37.786246576578144, -122.42824149689217)",,,0.50
30/12/2018,2:30:00 PM,15,2018,Sunday,Burglary,Financial District/South Beach,37.78326,-122.40271,"(37.78325923532804, -122.40270815508224)",,,0.60
31/12/2018,6:05:00 AM,6,2018,Monday,Robbery,Hayes Valley,37.77616,-122.42115,"(37.77615876396203, -122.42114842518583)",,,0.25
30/12/2018,4:00:00 PM,16,2018,Sunday,Burglary,Mission,37.7617,-122.41109,"(37.76170087788151, -122.41109020188723)",,,0.67
29/12/2018,9:00:00 PM,21,2018,Saturday,Burglary,Outer Richmond,37.77984,-122.4901,"(37.7798398329365, -122.4900965800566)",,,0.88
31/12/2018,7:51:00 AM,8,2018,Monday,Assault,Tenderloin,37.78631,-122.41645,"(37.78631021732119, -122.41644912401847)",,,0.33
29/12/2018,5:40:00 PM,18,2018,Saturday,Assault,Mission,37.7537,-122.42081,"(37.753703092703674, -122.42081213698863)",,,0.74
31/12/2018,7:53:00 AM,8,2018,Monday,Burglary,Mission,37.77347,-122.41803,"(37.773474419099585, -122.41803023409047)",,,0.33
30/12/2018,2:15:00 AM,2,2018,Sunday,Robbery,Nob Hill,37.78822,-122.42021,"(37.788222699672026, -122.42021043633935)",,,0.09
28/12/2018,6:30:00 PM,19,2018,Friday,Burglary,Mission,37.74937,-122.41269,"(37.74936982198442, -122.41268719509124)",,,0.77
24/12/2018,8:00:00 PM,20,2018,Monday,Burglary,Mission,37.75434,-122.41022,"(37.754340613816495, -122.41021992662603)",,,0.83
31/12/2018,11:50:00 AM,12,2018,Monday,Burglary,Bayview Hunters Point,37.71717,-122.39745,"(37.717173709492855, -122.39745418276159)",,,0.49
31/12/2018,2:08:00 PM,14,2018,Monday,Sex Offense,Marina,37.80163,-122.44489,"(37.80162598129771, -122.44489254940294)",,,0.59
31/12/2018,2:08:00 PM,14,2018,Monday,Sex Offense,Marina,37.80163,-122.44489,"(37.80162598129771, -122.44489254940294)",,,0.59
31/12/2018,3:25:00 PM,15,2018,Monday,Robbery,Financial District/South Beach,37.78344,-122.39626,"(37.78344075224142, -122.39626240257512)",,,0.64
31/12/2018,3:17:00 PM,15,2018,Monday,Assault,Tenderloin,37.78683,-122.41993,"(37.78682752578904, -122.41992794913615)",,,0.64
31/12/2018,2:00:00 PM,14,2018,Monday,Assault,Bernal Heights,37.74103,-122.42284,"(37.741027406919294, -122.42284057840082)",,,0.58
31/12/2018,12:30:00 PM,13,2018,Monday,Assault,Bayview Hunters Point,37.73717,-122.38986,"(37.73716953069777, -122.38986446334408)",,,0.52
27/12/2018,11:07:00 PM,23,2018,Thursday,Assault,Presidio Heights,37.78351,-122.44603,"(37.78350919823345, -122.44603302766068)",,,0.96
31/12/2018,11:30:00 AM,12,2018,Monday,Burglary,South of Market,37.77328,-122.41223,"(37.77328477975284, -122.41222500728585)",,,0.48
31/12/2018,3:34:00 PM,16,2018,Monday,Assault,Chinatown,37.79318,-122.40773,"(37.793178300788284, -122.40772718761984)",,,0.65
31/12/2018,7:13:00 AM,7,2018,Monday,Burglary,Castro/Upper Market,37.76195,-122.43065,"(37.76195440731402, -122.43065017784869)",,,0.30
16/12/2018,6:00:00 PM,18,2018,Sunday,Burglary,South of Market,37.77544,-122.41372,"(37.77543698128962, -122.4137181543595)",,,0.75
31/12/2018,12:50:00 PM,13,2018,Monday,Robbery,South of Market,37.77623,-122.41471,"(37.77623051953945, -122.41471100473302)",,,0.53
31/12/2018,3:15:00 PM,15,2018,Monday,Burglary,Castro/Upper Market,37.76048,-122.44531,"(37.76048079878702, -122.44530943511451)",,,0.64
30/12/2018,9:00:00 PM,21,2018,Sunday,Robbery,Chinatown,37.79642,-122.4035,"(37.796417485008384, -122.40349671104279)",,,0.88
30/12/2018,8:00:00 AM,8,2018,Sunday,Robbery,Bayview Hunters Point,37.71103,-122.39482,"(37.71102502407355, -122.3948236264121)",,,0.33
31/12/2018,6:54:00 PM,19,2018,Monday,Burglary,West of Twin Peaks,37.73154,-122.44887,"(37.73154295855655, -122.44886626631308)",,,0.79
29/12/2018,2:00:00 AM,2,2018,Saturday,Assault,Mission,37.7692,-122.41778,"(37.7691985467523, -122.4177829388001)",,,0.08
31/12/2018,5:15:00 PM,17,2018,Monday,Robbery,Mission,37.75251,-122.41409,"(37.752506064398666, -122.41408603237402)",,,0.72
31/12/2018,5:15:00 PM,17,2018,Monday,Assault,Mission,37.75251,-122.41409,"(37.752506064398666, -122.41408603237402)",,,0.72
31/12/2018,5:15:00 PM,17,2018,Monday,Assault,Mission,37.75251,-122.41409,"(37.752506064398666, -122.41408603237402)",,,0.72
31/12/2018,7:45:00 PM,20,2018,Monday,Burglary,Visitacion Valley,37.7106,-122.41135,"(37.71060452155179, -122.41134900368083)",,,0.82
31/12/2018,4:28:00 PM,16,2018,Monday,Assault,Bayview Hunters Point,37.73559,-122.39042,"(37.73559051983254, -122.39041626502802)",,,0.69
31/12/2018,7:56:00 PM,20,2018,Monday,Burglary,Potrero Hill,37.75794,-122.38832,"(37.75793970427954, -122.38831553235394)",,,0.83
31/12/2018,9:11:00 PM,21,2018,Monday,Assault,Western Addition,37.78269,-122.42246,"(37.78268536745206, -122.42246374465972)",,,0.88
31/12/2018,6:30:00 PM,19,2018,Monday,Robbery,Portola,37.73025,-122.41234,"(37.73024920699273, -122.41233817573674)",,,0.77
31/12/2018,9:05:00 PM,21,2018,Monday,Assault,Castro/Upper Market,37.75929,-122.43485,"(37.75928916994242, -122.43485368203896)",,,0.88
31/12/2018,7:30:00 PM,20,2018,Monday,Assault,Inner Richmond,37.77719,-122.46507,"(37.77718530462359, -122.46506846180141)",,,0.81
31/12/2018,10:06:00 PM,22,2018,Monday,Robbery,Bayview Hunters Point,37.72873,-122.38998,"(37.72872846256451, -122.38998131767396)",,,0.92
31/12/2018,10:06:00 PM,22,2018,Monday,Assault,Bayview Hunters Point,37.72873,-122.38998,"(37.72872846256451, -122.38998131767396)",,,0.92
31/12/2018,11:30:00 PM,24,2018,Monday,Robbery,Castro/Upper Market,37.76102,-122.43279,"(37.76102130996882, -122.43279350716129)",,,0.98
31/12/2018,11:30:00 PM,24,2018,Monday,Assault,Castro/Upper Market,37.76102,-122.43279,"(37.76102130996882, -122.43279350716129)",,,0.98
24/12/2018,8:00:00 AM,8,2018,Monday,Burglary,Bayview Hunters Point,37.71717,-122.39745,"(37.717173709492855, -122.39745418276159)",,,0.33
31/12/2018,10:19:00 PM,22,2018,Monday,Assault,Tenderloin,37.77751,-122.41804,"(37.77751171020645, -122.41804316781624)",,,0.93
31/12/2018,7:44:00 PM,20,2018,Monday,Assault,South of Market,37.77737,-122.39976,"(37.77737199450485, -122.39976258647586)",,,0.82
31/12/2018,11:05:00 PM,23,2018,Monday,Assault,Western Addition,37.78196,-122.42064,"(37.78196076502422, -122.420638250988)",,,0.96
31/12/2018,11:55:00 PM,24,2018,Monday,Assault,Tenderloin,37.78445,-122.40849,"(37.78445272883687, -122.40849315881205)",,,1.00
31/12/2018,9:34:00 PM,22,2018,Monday,Assault,South of Market,37.7818,-122.39834,"(37.78179876714438, -122.39834110837147)",,,0.90
31/12/2018,11:57:00 PM,24,2018,Monday,Assault,Castro/Upper Market,37.76089,-122.435,"(37.76088893209152, -122.4350007026991)",,,1.00
01/01/2018,1:00:00 AM,1,2018,Monday,Assault,Tenderloin,37.78666,-122.40978,"(37.78665887330192, -122.40977511008917)",,,0.04
31/12/2018,11:18:00 PM,23,2018,Monday,Robbery,South of Market,37.77886,-122.40827,"(37.778860686349766, -122.40827158967764)",,,0.97
31/12/2018,10:56:00 PM,23,2018,Monday,Assault,Financial District/South Beach,37.7885,-122.40677,"(37.788499477941336, -122.4067711451779)",,,0.96
31/12/2018,4:19:00 PM,16,2018,Monday,Assault,Tenderloin,37.78259,-122.41569,"(37.78258503232177, -122.41569387441227)",,,0.68
31/12/2018,11:20:00 PM,23,2018,Monday,Assault,Financial District/South Beach,37.79285,-122.40277,"(37.79285122058812, -122.40276677080121)",,,0.97
23/12/2018,4:00:00 AM,4,2018,Sunday,Burglary,Tenderloin,37.78766,-122.41335,"(37.787663597834545, -122.41335396485418)",,,0.17
28/12/2018,1:30:00 PM,14,2018,Friday,Burglary,Lone Mountain/USF,37.77457,-122.44111,"(37.77456748108749, -122.44111041853978)",,,0.56
31/12/2018,6:00:00 PM,18,2018,Monday,Burglary,Lone Mountain/USF,37.77644,-122.44149,"(37.77643503539543, -122.44148832787053)",,,0.75
29/12/2018,1:59:00 AM,2,2018,Saturday,Assault,Nob Hill,37.78822,-122.42021,"(37.788222699672026, -122.42021043633935)",,,0.08
31/12/2018,1:00:00 PM,13,2018,Monday,Burglary,Chinatown,37.79949,-122.40901,"(37.79948981870344, -122.40901437837884)",,,0.54
30/12/2018,10:30:00 PM,23,2018,Sunday,Burglary,Financial District/South Beach,37.78097,-122.39319,"(37.78096880274808, -122.39318768414466)",,,0.94
12/07/2018,11:40:00 AM,12,2018,Thursday,Assault,Outer Richmond,37.77375,-122.49932,"(37.77375088789304, -122.49931887044141)",,,0.49
30/12/2018,7:00:00 PM,19,2018,Sunday,Burglary,Nob Hill,37.79058,-122.42069,"(37.79057825823802, -122.42068738428432)",,,0.79
30/12/2018,7:00:00 PM,19,2018,Sunday,Burglary,Hayes Valley,37.77782,-122.42317,"(37.77781524516056, -122.42316555401516)",,,0.79
31/12/2018,1:00:00 PM,13,2018,Monday,Burglary,Mission,37.74937,-122.41269,"(37.74936982198442, -122.41268719509124)",,,0.54
01/01/2018,2:00:00 AM,2,2018,Monday,Burglary,Potrero Hill,37.75678,-122.38719,"(37.75677768735601, -122.38719454914899)",,,0.08
30/12/2018,5:35:00 PM,18,2018,Sunday,Assault,Tenderloin,37.78279,-122.41405,"(37.78279444506034, -122.41405376568504)",,,0.73
21/11/2018,12:01:00 AM,0,2018,Wednesday,Burglary,Potrero Hill,37.75463,-122.40063,"(37.7546287151564, -122.40062568351006)",,,0.00
31/12/2018,12:00:00 PM,12,2018,Monday,Robbery,Portola,37.72643,-122.4031,"(37.72643345478486, -122.4031023085726)",,,0.50
20/12/2018,2:48:00 PM,15,2018,Thursday,Burglary,Financial District/South Beach,37.7913,-122.40732,"(37.79129813497031, -122.40732292998459)",,,0.62
29/12/2018,10:00:00 AM,10,2018,Saturday,Burglary,Pacific Heights,37.79352,-122.42634,"(37.79351719313393, -122.4263352572985)",,,0.42
20/12/2018,6:00:00 PM,18,2018,Thursday,Burglary,Mission Bay,37.77283,-122.39137,"(37.77283099431839, -122.39137353346597)",,,0.75
31/12/2018,8:00:00 PM,20,2018,Monday,Burglary,Marina,37.79811,-122.44247,"(37.7981119508298, -122.44246791371486)",,,0.83
07/12/2018,4:28:00 AM,4,2018,Friday,Burglary,Financial District/South Beach,37.7822,-122.39473,"(37.7821995438959, -122.39472956276296)",,,0.19
31/12/2018,11:40:00 AM,12,2018,Monday,Burglary,Tenderloin,37.78673,-122.41316,"(37.78672974391054, -122.41316144562205)",,,0.49
24/12/2018,7:24:00 PM,19,2018,Monday,Burglary,Mission,37.75434,-122.41022,"(37.754340613816495, -122.41021992662603)",,,0.81
21/12/2018,2:30:00 PM,15,2018,Friday,Burglary,South of Market,37.77913,-122.39754,"(37.77913222249791, -122.39753890763892)",,,0.60
15/09/2018,1:00:00 PM,13,2018,Saturday,Burglary,Russian Hill,37.79969,-122.42253,"(37.799693671684, -122.4225252159745)",,,0.54
27/03/2018,12:01:00 AM,0,2018,Tuesday,Sex Offense,Visitacion Valley,37.71193,-122.41877,"(37.71193343102876, -122.41876599574823)",,,0.00
31/12/2018,6:00:00 PM,18,2018,Monday,Robbery,North Beach,37.80437,-122.40833,"(37.80436707575913, -122.40833228298)",,,0.75
29/12/2018,11:00:00 AM,11,2018,Saturday,Burglary,Potrero Hill,37.75813,-122.40096,"(37.75813208747921, -122.40095977345608)",,,0.46
28/12/2018,4:00:00 PM,16,2018,Friday,Burglary,South of Market,37.77544,-122.41372,"(37.77543698128962, -122.4137181543595)",,,0.67
31/12/2018,10:09:00 PM,22,2018,Monday,Burglary,Financial District/South Beach,37.78456,-122.40734,"(37.784560141211806, -122.40733704162238)",,,0.92
26/12/2018,12:00:00 AM,0,2018,Wednesday,Burglary,Financial District/South Beach,37.78777,-122.40504,"(37.787765494696465, -122.40504139998343)",,,0.00
20/12/2018,10:00:00 PM,22,2018,Thursday,Robbery,Mission,37.7522,-122.41902,"(37.75220444116967, -122.4190175437401)",,,0.92
04/10/2018,7:15:00 AM,7,2018,Thursday,Assault,Bayview Hunters Point,37.71127,-122.39261,"(37.711272140597536, -122.39260902883683)",,,0.30
10/01/2018,12:00:00 AM,0,2018,Wednesday,Burglary,Mission Bay,37.77403,-122.39558,"(37.77403085060099, -122.39557666155538)",,,0.00
03/01/2018,8:33:00 PM,21,2018,Wednesday,Burglary,South of Market,37.77709,-122.41051,"(37.77709218421705, -122.41050575404132)",,,0.86
31/12/2018,10:00:00 PM,22,2018,Monday,Burglary,Mission,37.76987,-122.42236,"(37.769867697086454, -122.42236482023111)",,,0.92
27/03/2018,12:01:00 AM,0,2018,Tuesday,Sex Offense,Visitacion Valley,37.71193,-122.41877,"(37.71193343102876, -122.41876599574823)",,,0.00
03/01/2018,7:30:00 PM,20,2018,Wednesday,Burglary,Oceanview/Merced/Ingleside,37.71141,-122.45604,"(37.711407963272656, -122.45603759881043)",,,0.81
04/01/2018,12:11:00 PM,12,2018,Thursday,Assault,Bayview Hunters Point,37.73235,-122.3845,"(37.732352152293835, -122.38449506804169)",,,0.51
04/01/2018,12:11:00 PM,12,2018,Thursday,Assault,Bayview Hunters Point,37.73235,-122.3845,"(37.732352152293835, -122.38449506804169)",,,0.51
23/12/2018,11:13:00 PM,23,2018,Sunday,Burglary,Mission Bay,37.76602,-122.40364,"(37.76601706746377, -122.4036430564793)",,,0.97
18/12/2018,8:00:00 PM,20,2018,Tuesday,Burglary,Inner Sunset,37.7639,-122.46952,"(37.76389594265415, -122.46952196561261)",,,0.83
04/01/2018,3:50:00 PM,16,2018,Thursday,Burglary,Financial District/South Beach,37.79165,-122.40452,"(37.79165205510238, -122.40452450386199)",,,0.66
15/12/2018,9:00:00 PM,21,2018,Saturday,Rape,Mission,37.76258,-122.42166,"(37.76257883049033, -122.42166247826907)",,,0.88
06/11/2018,5:00:00 PM,17,2018,Tuesday,Burglary,Presidio Heights,37.78231,-122.44908,"(37.7823143732134, -122.44907940590281)",,,0.71
11/12/2018,10:20:00 AM,10,2018,Tuesday,Burglary,West of Twin Peaks,37.74177,-122.4478,"(37.741771698076086, -122.44780040861687)",,,0.43
29/12/2018,5:28:00 AM,5,2018,Saturday,Burglary,Tenderloin,37.78186,-122.41387,"(37.781863337992526, -122.41386560526722)",,,0.23
04/01/2018,9:00:00 AM,9,2018,Thursday,Burglary,Outer Richmond,37.78579,-122.48408,"(37.78579452946701, -122.48407980651461)",,,0.38
05/01/2018,9:05:00 PM,21,2018,Friday,Robbery,Bernal Heights,37.7456,-122.41989,"(37.74559509558596, -122.41988576485541)",,,0.88
17/12/2018,9:15:00 AM,9,2018,Monday,Burglary,Financial District/South Beach,37.78746,-122.39118,"(37.78745518601511, -122.39117965917615)",,,0.39
29/12/2018,5:40:00 AM,6,2018,Saturday,Burglary,Noe Valley,37.74412,-122.43339,"(37.74411573971173, -122.43339459855535)",,,0.24
06/01/2018,4:13:00 AM,4,2018,Saturday,Burglary,Financial District/South Beach,37.7919,-122.40257,"(37.79189893804923, -122.40257133181603)",,,0.18
06/01/2018,4:13:00 AM,4,2018,Saturday,Burglary,Financial District/South Beach,37.7919,-122.40257,"(37.79189893804923, -122.40257133181603)",,,0.18
25/12/2018,12:00:00 PM,12,2018,Tuesday,Burglary,Lone Mountain/USF,37.78146,-122.44297,"(37.78146039669212, -122.44297218112574)",,,0.50
06/01/2018,2:16:00 PM,14,2018,Saturday,Burglary,Financial District/South Beach,37.78456,-122.40734,"(37.784560141211806, -122.40733704162238)",,,0.59
05/01/2018,7:00:00 PM,19,2018,Friday,Burglary,Western Addition,37.78206,-122.4274,"(37.782056938164764, -122.4273963984862)",,,0.79
06/01/2018,6:46:00 PM,19,2018,Saturday,Assault,Excelsior,37.72158,-122.43715,"(37.721575000353845, -122.43714952548773)",,,0.78
06/01/2018,2:16:00 PM,14,2018,Saturday,Burglary,Financial District/South Beach,37.78456,-122.40734,"(37.784560141211806, -122.40733704162238)",,,0.59
31/12/2018,12:00:00 PM,12,2018,Monday,Burglary,Marina,37.79937,-122.43258,"(37.799369723004254, -122.43258075381267)",,,0.50
20/12/2018,3:30:00 PM,16,2018,Thursday,Burglary,Mission Bay,37.7718,-122.39294,"(37.771797143988884, -122.39294450404223)",,,0.65
28/12/2018,8:00:00 PM,20,2018,Friday,Burglary,Sunset/Parkside,37.74114,-122.47663,"(37.74113822615672, -122.47663005034548)",,,0.83
30/12/2018,9:00:00 PM,21,2018,Sunday,Burglary,Mission Bay,37.76882,-122.38931,"(37.76881993660798, -122.38930771704929)",,,0.88
17/12/2018,1:00:00 PM,13,2018,Monday,Burglary,Hayes Valley,37.77035,-122.42922,"(37.77035061756687, -122.42922462065675)",,,0.54
21/12/2018,2:00:00 AM,2,2018,Friday,Burglary,Hayes Valley,37.77362,-122.42231,"(37.77361912904158, -122.42231206867004)",,,0.08
01/12/2018,11:00:00 AM,11,2018,Saturday,Assault,Western Addition,37.78061,-122.42373,"(37.780611621569214, -122.42373098580642)",,,0.46
07/01/2018,3:20:00 PM,15,2018,Sunday,Assault,Bayview Hunters Point,37.73307,-122.37765,"(37.73306987628829, -122.3776486254886)",,,0.64
05/09/2018,12:00:00 PM,12,2018,Wednesday,Burglary,Bayview Hunters Point,37.71127,-122.39261,"(37.711272140597536, -122.39260902883683)",,,0.50
08/01/2018,6:25:00 AM,6,2018,Monday,Burglary,Inner Richmond,37.78116,-122.46106,"(37.781160260651106, -122.46106282968253)",,,0.27
29/12/2018,11:25:00 PM,23,2018,Saturday,Assault,Inner Sunset,37.76407,-122.45578,"(37.76407006891491, -122.45578106672758)",,,0.98
21/12/2018,5:30:00 PM,18,2018,Friday,Burglary,South of Market,37.78053,-122.39685,"(37.780527160091324, -122.3968458230064)",,,0.73
20/12/2018,4:09:00 PM,16,2018,Thursday,Burglary,Financial District/South Beach,37.78881,-122.40434,"(37.78880666343667, -122.40434399232349)",,,0.67
16/12/2018,9:29:00 AM,9,2018,Sunday,Assault,Western Addition,37.78335,-122.42098,"(37.78335207440854, -122.42097712514904)",,,0.40
14/12/2018,3:00:00 AM,3,2018,Friday,Assault,Western Addition,37.78335,-122.42098,"(37.78335207440854, -122.42097712514904)",,,0.13
21/11/2018,10:45:00 PM,23,2018,Wednesday,Burglary,Mission Bay,37.77533,-122.39721,"(37.77533224309615, -122.39720631066976)",,,0.95
15/12/2018,2:00:00 AM,2,2018,Saturday,Burglary,Presidio Heights,37.78407,-122.45275,"(37.784065458910725, -122.45275173746731)",,,0.08
08/01/2018,6:23:00 PM,18,2018,Monday,Robbery,North Beach,37.8049,-122.41177,"(37.80489600962184, -122.4117664820691)",,,0.77
12/10/2018,7:40:00 PM,20,2018,Friday,Assault,Bernal Heights,37.73328,-122.41382,"(37.7332783799534, -122.41382404252862)",,,0.82
09/01/2018,8:05:00 AM,8,2018,Tuesday,Assault,Nob Hill,37.79208,-122.40886,"(37.79207995579044, -122.40886368034795)",,,0.34
21/12/2018,1:00:00 PM,13,2018,Friday,Robbery,Excelsior,37.72238,-122.43441,"(37.7223816644898, -122.43440671066068)",,,0.54
25/11/2018,10:20:00 AM,10,2018,Sunday,Burglary,Inner Richmond,37.7854,-122.46137,"(37.78540313360881, -122.46136866552524)",,,0.43
09/01/2018,3:25:00 PM,15,2018,Tuesday,Assault,Mission,37.75919,-122.40977,"(37.759194009287654, -122.40977012254064)",,,0.64
27/08/2018,10:00:00 PM,22,2018,Monday,Burglary,South of Market,37.78574,-122.40583,"(37.78574398866823, -122.4058310124795)",,,0.92
09/01/2018,11:10:00 AM,11,2018,Tuesday,Burglary,Sunset/Parkside,37.73336,-122.49661,"(37.73335580229482, -122.49661439462965)",,,0.47
27/12/2018,3:22:00 AM,3,2018,Thursday,Burglary,Mission,37.75704,-122.4189,"(37.75703540085026, -122.41890102956305)",,,0.14
19/10/2018,11:00:00 AM,11,2018,Friday,Assault,Inner Richmond,37.77532,-122.46494,"(37.77532094545078, -122.46494209192046)",,,0.46
31/07/2018,11:30:00 AM,12,2018,Tuesday,Robbery,Glen Park,37.74005,-122.43306,"(37.7400478554019, -122.43305990169473)",,,0.48
11/01/2018,11:34:00 AM,12,2018,Thursday,Assault,Tenderloin,37.78531,-122.41287,"(37.78530844745308, -122.41287203894147)",,,0.48
18/12/2018,12:00:00 AM,0,2018,Tuesday,Burglary,Outer Mission,37.72247,-122.43647,"(37.722465217346034, -122.43646816648592)",,,0.00
12/01/2018,1:31:00 AM,2,2018,Friday,Assault,South of Market,37.78175,-122.40969,"(37.78175432665782, -122.40969326320398)",,,0.06
10/08/2018,12:57:00 PM,13,2018,Friday,Burglary,Mission,37.77222,-122.41835,"(37.772222179073, -122.4183520340224)",,,0.54
21/12/2018,3:00:00 AM,3,2018,Friday,Burglary,South of Market,37.78054,-122.40816,"(37.7805353858225, -122.40816079455212)",,,0.13
12/01/2018,7:27:00 AM,7,2018,Friday,Assault,Tenderloin,37.78165,-122.41551,"(37.7816542606277, -122.41550518013352)",,,0.31
10/01/2018,1:00:00 PM,13,2018,Wednesday,Assault,Tenderloin,37.77872,-122.41474,"(37.77871942789032, -122.4147412230519)",,,0.54
23/12/2018,10:00:00 AM,10,2018,Sunday,Burglary,Hayes Valley,37.77571,-122.43966,"(37.77571358981224, -122.43965650508086)",,,0.42
21/12/2018,12:00:00 PM,12,2018,Friday,Assault,Financial District/South Beach,37.7872,-122.39879,"(37.787203462687714, -122.39878960122489)",,,0.50
25/12/2018,12:35:00 PM,13,2018,Tuesday,Assault,Bayview Hunters Point,37.71906,-122.38457,"(37.71905903668968, -122.38457148087929)",,,0.52
29/12/2018,8:00:00 AM,8,2018,Saturday,Burglary,Excelsior,37.72244,-122.42565,"(37.722435379782695, -122.42564957754712)",,,0.33
23/12/2018,8:00:00 AM,8,2018,Sunday,Burglary,Western Addition,37.78315,-122.42256,"(37.78315142705044, -122.4225579822023)",,,0.33
24/12/2018,10:53:00 PM,23,2018,Monday,Burglary,Bayview Hunters Point,37.72275,-122.39541,"(37.722752176282405, -122.39540516618375)",,,0.95
